review_order,priority_group,triage_rank,triage_score,listing_id,address,source_label,recommended_source,recommended_label,coordinate_confidence,best_photo_indices,arcgis_real_tiles,arcgis_placeholder_tiles,best_overhead_candidate,aerial_contact_sheet,mls_contact_sheet,google_best_image,google_contact_sheet,bing_contact_sheet,mapbox_contact_sheet,app_path,review_reason,rights_note
29,A - strong candidate,29,126,10672776,804 17TH S Street,Cranbrook/Kimberley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"1,2,4,5,7,8,9,15,16,19,20,21,22,24,25",0,9,data\aerial\cranbrook_kimberley\804-17th-s-street-10672776\esri_world_imagery_z19\z19_x93541_y178952.jpg,data\contact_sheets\cranbrook_kimberley\804-17th-s-street-10672776\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\804-17th-s-street-10672776\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\804-17th-s-street-10672776\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\804-17th-s-street-10672776\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10672776,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Very strong backyard/landscaping set with overhead aerial/drone angles and many lawn/garden/view shots; no visible pool/hot tub.,MLS/listing photos are research-only until rights are verified.
30,A - strong candidate,30,126,20036703,805 31ST Avenue S,Cranbrook/Kimberley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"2,24,17",0,9,data\aerial\cranbrook_kimberley\805-31st-avenue-s-20036703\esri_world_imagery_z19\z19_x93587_y178934.jpg,data\contact_sheets\cranbrook_kimberley\805-31st-avenue-s-20036703\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\805-31st-avenue-s-20036703\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\805-31st-avenue-s-20036703\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\805-31st-avenue-s-20036703\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20036703,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 2 appears to be an elevated/aerial oblique showing house with treed lot/backyard context; photo 24 shows eleva…,MLS/listing photos are research-only until rights are verified.
31,A - strong candidate,31,126,20039625,941 5th Avenue,Fernie/Sparwood,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,29,0,9,data\aerial\fernie_sparwood\941-5th-avenue-20039625\esri_world_imagery_z19\z19_x94573_y178918.jpg,data\contact_sheets\fernie_sparwood\941-5th-avenue-20039625\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\941-5th-avenue-20039625\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\941-5th-avenue-20039625\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\941-5th-avenue-20039625\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20039625,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 29 is a useful top-down aerial showing house/roof and lot context; photo 30 provides broader elevated neighbor…,MLS/listing photos are research-only until rights are verified.
32,A - strong candidate,32,126,10665224,946 RIDGE Place,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"3,12,2",0,9,data\aerial\columbia_valley\946-ridge-place-10665224\esri_world_imagery_z19\z19_x93197_y176684.jpg,data\contact_sheets\columbia_valley\946-ridge-place-10665224\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\946-ridge-place-10665224\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\946-ridge-place-10665224\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\946-ridge-place-10665224\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10665224,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: strong aerial/elevated coverage. Photo 3 is top-down/near-top-down lot view; photo 12 is oblique elevated view showi…,MLS/listing photos are research-only until rights are verified.
33,A - strong candidate,33,126,20038863,960 COPPER POINT Way,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"7,6,3,5,1",0,9,data\aerial\columbia_valley\960-copper-point-way-20038863\esri_world_imagery_z19\z19_x93224_y176672.jpg,data\contact_sheets\columbia_valley\960-copper-point-way-20038863\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\960-copper-point-way-20038863\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\960-copper-point-way-20038863\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\960-copper-point-way-20038863\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20038863,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear true aerial/drone neighborhood and mountain views; exterior/front outdoor shots also present.,MLS/listing photos are research-only until rights are verified.
34,A - strong candidate,34,122,20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"6,3",0,9,data\aerial\columbia_valley\13-640-upper-lakeview-road-20021647\esri_world_imagery_z19\z19_x93193_y176656.jpg,data\contact_sheets\columbia_valley\13-640-upper-lakeview-road-20021647\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\13-640-upper-lakeview-road-20021647\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\13-640-upper-lakeview-road-20021647\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\13-640-upper-lakeview-road-20021647\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20021647,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: photos 6 and 3 are elevated/drone-like and show the house with surrounding lot context; bac…,MLS/listing photos are research-only until rights are verified.
35,A - strong candidate,35,122,20049552,1325 12 Avenue,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"11,12,19,20",0,9,data\aerial\columbia_valley\1325-12-avenue-20049552\esri_world_imagery_z19\z19_x93155_y176664.jpg,data\contact_sheets\columbia_valley\1325-12-avenue-20049552\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1325-12-avenue-20049552\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1325-12-avenue-20049552\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1325-12-avenue-20049552\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20049552,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: no true drone/top-down visible, but elevated/yard-view photos show house portions, backyard…",MLS/listing photos are research-only until rights are verified.
36,A - strong candidate,36,122,10682383,14 MT TRINITY Avenue,Fernie/Sparwood,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"2,1,30",0,9,data\aerial\fernie_sparwood\14-mt-trinity-avenue-10682383\esri_world_imagery_z19\z19_x94556_y178949.jpg,data\contact_sheets\fernie_sparwood\14-mt-trinity-avenue-10682383\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\14-mt-trinity-avenue-10682383\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\14-mt-trinity-avenue-10682383\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\14-mt-trinity-avenue-10682383\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10682383,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 2 is the strongest elevated/oblique view showing roof/house and surrounding yard/lot context; photo 1 also sho…,MLS/listing photos are research-only until rights are verified.
37,A - strong candidate,37,122,10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"3,4,9,10,12,13",0,9,data\aerial\columbia_valley\1502-pineridge-mountain-place-10647009\esri_world_imagery_z19\z19_x93133_y176671.jpg,data\contact_sheets\columbia_valley\1502-pineridge-mountain-place-10647009\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1502-pineridge-mountain-place-10647009\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1502-pineridge-mountain-place-10647009\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1502-pineridge-mountain-place-10647009\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10647009,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: good elevated/ground exterior views of rear facade, lawn, and surrounding treed lot; no tru…",MLS/listing photos are research-only until rights are verified.
38,A - strong candidate,38,122,10669905,1609 8TH S Avenue,Cranbrook/Kimberley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"8,7,5",0,9,data\aerial\cranbrook_kimberley\1609-8th-s-avenue-10669905\esri_world_imagery_z19\z19_x93540_y178950.jpg,data\contact_sheets\cranbrook_kimberley\1609-8th-s-avenue-10669905\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1609-8th-s-avenue-10669905\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1609-8th-s-avenue-10669905\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1609-8th-s-avenue-10669905\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10669905,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 8 is an elevated/aerial oblique showing house, yard/lot, and neighboring context. Other exterior shots are gro…",MLS/listing photos are research-only until rights are verified.
39,A - strong candidate,39,122,10654287,21 MT MINTON Street,Fernie/Sparwood,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"29,30,28,1",0,9,data\aerial\fernie_sparwood\21-mt-minton-street-10654287\esri_world_imagery_z19\z19_x94560_y178946.jpg,data\contact_sheets\fernie_sparwood\21-mt-minton-street-10654287\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\21-mt-minton-street-10654287\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\21-mt-minton-street-10654287\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\21-mt-minton-street-10654287\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10654287,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photos 28-30 are elevated deck/backyard/lot views; they show usable rear-lot context though not a full overhead hous…,MLS/listing photos are research-only until rights are verified.
40,A - strong candidate,40,122,20061096,5221 Columbia River Road,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"1,20,21",0,9,data\aerial\columbia_valley\5221-columbia-river-road-20061096\esri_world_imagery_z19\z19_x93413_y177072.jpg,data\contact_sheets\columbia_valley\5221-columbia-river-road-20061096\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\5221-columbia-river-road-20061096\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\5221-columbia-river-road-20061096\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\5221-columbia-river-road-20061096\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20061096,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 1 is a useful aerial/overhead view of house within wooded lot, though partially obscured by trees; deck/yard v…",MLS/listing photos are research-only until rights are verified.
41,A - strong candidate,41,122,20066454,6740 Rosen Lake Road,Fernie/Sparwood,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"3,1,26,27,2",0,9,data\aerial\fernie_sparwood\6740-rosen-lake-road-20066454\esri_world_imagery_z19\z19_x94279_y179158.jpg,data\contact_sheets\fernie_sparwood\6740-rosen-lake-road-20066454\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\6740-rosen-lake-road-20066454\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\6740-rosen-lake-road-20066454\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\6740-rosen-lake-road-20066454\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20066454,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: several elevated/exterior views show the house/deck with surrounding wooded lot. Photos 3 and 1 best combine structu…,MLS/listing photos are research-only until rights are verified.
42,A - strong candidate,42,122,10647683,6949 COLUMBIA RIDGE Drive,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"1,3,12,13,8,10",0,9,data\aerial\columbia_valley\6949-columbia-ridge-drive-10647683\esri_world_imagery_z19\z19_x93395_y177266.jpg,data\contact_sheets\columbia_valley\6949-columbia-ridge-drive-10647683\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\6949-columbia-ridge-drive-10647683\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\6949-columbia-ridge-drive-10647683\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\6949-columbia-ridge-drive-10647683\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10647683,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial, but several elevated/ground exterior views show house with broad yard/lot and surrounding landscape;…",MLS/listing photos are research-only until rights are verified.
43,A - strong candidate,43,122,20021336,781 WESTRIDGE Drive,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"11,1,2",0,9,data\aerial\columbia_valley\781-westridge-drive-20021336\esri_world_imagery_z19\z19_x93139_y176671.jpg,data\contact_sheets\columbia_valley\781-westridge-drive-20021336\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\781-westridge-drive-20021336\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\781-westridge-drive-20021336\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\781-westridge-drive-20021336\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20021336,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 11 is the clearest top-down/aerial-like view showing roof/lot context; photos 1-2 are elevated oblique exterio…,MLS/listing photos are research-only until rights are verified.
44,A - strong candidate,44,122,10670913,8042 MCINTOSH LOOP Road,Columbia Valley,mls_drone_or_aerial_candidate,Strong MLS aerial/elevated,listing,"4,5,14,16",0,9,data\aerial\columbia_valley\8042-mcintosh-loop-road-10670913\esri_world_imagery_z19\z19_x93138_y176434.jpg,data\contact_sheets\columbia_valley\8042-mcintosh-loop-road-10670913\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\8042-mcintosh-loop-road-10670913\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\8042-mcintosh-loop-road-10670913\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\8042-mcintosh-loop-road-10670913\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10670913,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 4 appears to be an aerial/top-down view showing house/drive and surrounding wooded lot. Yard/garden ground sho…,MLS/listing photos are research-only until rights are verified.
