priority_rank,review_status,source_label,listing_id,address,area,subarea,latitude,longitude,coordinate_confidence,best_overhead_candidate,contact_sheet,aerial_tile_count,image_quality_score_auto,center_tile_bytes,center_tile_brightness,center_tile_contrast,backyard_visibility,overhead_quality,hot_tub_visible,mls_photo_count,source_risk,notes,aerial_placeholder_tiles,aerial_real_tiles
193,blocked_no_aerial_imagery,Cranbrook/Kimberley,20073637,454 Forest Crowne Rise,Kootenay,KI - Kimberley,49.64122242,-115.97719407,listing,data\aerial\cranbrook_kimberley\454-forest-crowne-rise-20073637\esri_world_imagery_z19\z19_x93239_y178619.jpg,data\contact_sheets\cranbrook_kimberley\454-forest-crowne-rise-20073637\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,34,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
194,blocked_no_aerial_imagery,Cranbrook/Kimberley,20040797,51 100TH Avenue,Kootenay,KI - Kimberley,49.66654582,-115.96971065,listing,data\aerial\cranbrook_kimberley\51-100th-avenue-20040797\esri_world_imagery_z19\z19_x93250_y178562.jpg,data\contact_sheets\cranbrook_kimberley\51-100th-avenue-20040797\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,85,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
195,blocked_no_aerial_imagery,Cranbrook/Kimberley,10669940,518 FOREST CROWNE Drive,Kootenay,KI - Kimberley,49.64148199,-115.9730321,listing,data\aerial\cranbrook_kimberley\518-forest-crowne-drive-10669940\esri_world_imagery_z19\z19_x93246_y178618.jpg,data\contact_sheets\cranbrook_kimberley\518-forest-crowne-drive-10669940\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,5,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
196,blocked_no_aerial_imagery,Cranbrook/Kimberley,20070160,530 Trail Street,Kootenay,KI - Kimberley,49.69037943,-115.98254682,listing,data\aerial\cranbrook_kimberley\530-trail-street-20070160\esri_world_imagery_z19\z19_x93232_y178508.jpg,data\contact_sheets\cranbrook_kimberley\530-trail-street-20070160\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,46,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
197,blocked_no_aerial_imagery,Cranbrook/Kimberley,20081980,606 302nd Street,Kootenay,KI - Marysville,49.63917519,-115.95614403,listing,data\aerial\cranbrook_kimberley\606-302nd-street-20081980\esri_world_imagery_z19\z19_x93270_y178624.jpg,data\contact_sheets\cranbrook_kimberley\606-302nd-street-20081980\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,51,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
198,blocked_no_aerial_imagery,Cranbrook/Kimberley,20037931,610 PONDEROSA Drive,Kootenay,KI - Kimberley,49.64068006,-115.97712875,listing,data\aerial\cranbrook_kimberley\610-ponderosa-drive-20037931\esri_world_imagery_z19\z19_x93240_y178620.jpg,data\contact_sheets\cranbrook_kimberley\610-ponderosa-drive-20037931\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,36,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
199,blocked_no_aerial_imagery,Cranbrook/Kimberley,20022594,610 TRAIL Street,Kootenay,KI - Kimberley,49.69089269,-115.98039874,listing,data\aerial\cranbrook_kimberley\610-trail-street-20022594\esri_world_imagery_z19\z19_x93235_y178507.jpg,data\contact_sheets\cranbrook_kimberley\610-trail-street-20022594\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,12,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
200,blocked_no_aerial_imagery,Cranbrook/Kimberley,20022519,611 NELSON Street,Kootenay,KI - Kimberley,49.69193634,-115.981125,listing,data\aerial\cranbrook_kimberley\611-nelson-street-20022519\esri_world_imagery_z19\z19_x93234_y178505.jpg,data\contact_sheets\cranbrook_kimberley\611-nelson-street-20022519\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,69,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
201,blocked_no_aerial_imagery,Cranbrook/Kimberley,10574318,6392 TIE LAKE Road,Kootenay,CRANL - Wycliffe,49.41728068,-115.31771804,point,data\aerial\cranbrook_kimberley\6392-tie-lake-road-10574318\esri_world_imagery_z19\z19_x94200_y179121.jpg,data\contact_sheets\cranbrook_kimberley\6392-tie-lake-road-10574318\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,7,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
202,blocked_no_aerial_imagery,Cranbrook/Kimberley,10685008,700 22ND S Avenue,Kootenay,CRAN - Cranbrook South,49.50169404,-115.7506727,listing,data\aerial\cranbrook_kimberley\700-22nd-s-avenue-10685008\esri_world_imagery_z19\z19_x93569_y178932.jpg,data\contact_sheets\cranbrook_kimberley\700-22nd-s-avenue-10685008\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,38,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
203,blocked_no_aerial_imagery,Cranbrook/Kimberley,10679813,701 34TH S Avenue,Kootenay,CRAN - Cranbrook South,49.50164769,-115.73385134,listing,data\aerial\cranbrook_kimberley\701-34th-s-avenue-10679813\esri_world_imagery_z19\z19_x93594_y178932.jpg,data\contact_sheets\cranbrook_kimberley\701-34th-s-avenue-10679813\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,64,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
204,blocked_no_aerial_imagery,Cranbrook/Kimberley,20060670,717 27th Avenue S,Kootenay,CRAN - Cranbrook South,49.50119106,-115.74378368,listing,data\aerial\cranbrook_kimberley\717-27th-avenue-s-20060670\esri_world_imagery_z19\z19_x93579_y178933.jpg,data\contact_sheets\cranbrook_kimberley\717-27th-avenue-s-20060670\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,50,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
205,blocked_no_aerial_imagery,Cranbrook/Kimberley,10676696,725 34TH S Avenue,Kootenay,CRAN - Cranbrook South,49.50135349,-115.73380894,listing,data\aerial\cranbrook_kimberley\725-34th-s-avenue-10676696\esri_world_imagery_z19\z19_x93594_y178933.jpg,data\contact_sheets\cranbrook_kimberley\725-34th-s-avenue-10676696\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,42,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
206,blocked_no_aerial_imagery,Cranbrook/Kimberley,20078478,75 103RD Avenue,Kootenay,KI - Kimberley,49.66412926,-115.96594646,listing,data\aerial\cranbrook_kimberley\75-103rd-avenue-20078478\esri_world_imagery_z19\z19_x93256_y178567.jpg,data\contact_sheets\cranbrook_kimberley\75-103rd-avenue-20078478\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,30,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
207,blocked_no_aerial_imagery,Cranbrook/Kimberley,10669531,801 22ND S Avenue,Kootenay,CRAN - Cranbrook South,49.50127586,-115.75086238,listing,data\aerial\cranbrook_kimberley\801-22nd-s-avenue-10669531\esri_world_imagery_z19\z19_x93569_y178933.jpg,data\contact_sheets\cranbrook_kimberley\801-22nd-s-avenue-10669531\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,40,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
208,blocked_no_aerial_imagery,Cranbrook/Kimberley,20085434,804 16th Street S,Kootenay,CRAN - Cranbrook South,49.49393574,-115.77011224,listing,data\aerial\cranbrook_kimberley\804-16th-street-s-20085434\esri_world_imagery_z19\z19_x93541_y178950.jpg,data\contact_sheets\cranbrook_kimberley\804-16th-street-s-20085434\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,55,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
209,blocked_no_aerial_imagery,Cranbrook/Kimberley,10672776,804 17TH S Street,Kootenay,CRAN - Cranbrook South,49.4929927,-115.7701496,listing,data\aerial\cranbrook_kimberley\804-17th-s-street-10672776\esri_world_imagery_z19\z19_x93541_y178952.jpg,data\contact_sheets\cranbrook_kimberley\804-17th-s-street-10672776\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,84,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
210,blocked_no_aerial_imagery,Cranbrook/Kimberley,20020530,805 16TH S Street,Kootenay,CRAN - Cranbrook South,49.49347228,-115.77011514,listing,data\aerial\cranbrook_kimberley\805-16th-s-street-20020530\esri_world_imagery_z19\z19_x93541_y178951.jpg,data\contact_sheets\cranbrook_kimberley\805-16th-s-street-20020530\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,44,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
211,blocked_no_aerial_imagery,Cranbrook/Kimberley,20036703,805 31ST Avenue S,Kootenay,CRAN - Cranbrook South,49.50074448,-115.73826142,listing,data\aerial\cranbrook_kimberley\805-31st-avenue-s-20036703\esri_world_imagery_z19\z19_x93587_y178934.jpg,data\contact_sheets\cranbrook_kimberley\805-31st-avenue-s-20036703\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,41,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
212,blocked_no_aerial_imagery,Cranbrook/Kimberley,10658252,812 17TH S Street,Kootenay,CRAN - Cranbrook South,49.493118,-115.769776,listing,data\aerial\cranbrook_kimberley\812-17th-s-street-10658252\esri_world_imagery_z19\z19_x93542_y178951.jpg,data\contact_sheets\cranbrook_kimberley\812-17th-s-street-10658252\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,8,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
213,blocked_no_aerial_imagery,Cranbrook/Kimberley,20020840,814 307TH Avenue,Kootenay,KI - Marysville,49.63262572,-115.95415125,listing,data\aerial\cranbrook_kimberley\814-307th-avenue-20020840\esri_world_imagery_z19\z19_x93273_y178638.jpg,data\contact_sheets\cranbrook_kimberley\814-307th-avenue-20020840\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,31,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
214,blocked_no_aerial_imagery,Cranbrook/Kimberley,10693834,821 6TH Avenue,Kootenay,KI - Kimberley,49.7011709,-115.98820795,listing,data\aerial\cranbrook_kimberley\821-6th-avenue-10693834\esri_world_imagery_z19\z19_x93223_y178484.jpg,data\contact_sheets\cranbrook_kimberley\821-6th-avenue-10693834\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,43,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
215,blocked_no_aerial_imagery,Cranbrook/Kimberley,10665147,824 309TH Street,Kootenay,KI - Marysville,49.632343,-115.949243,listing,data\aerial\cranbrook_kimberley\824-309th-street-10665147\esri_world_imagery_z19\z19_x93280_y178639.jpg,data\contact_sheets\cranbrook_kimberley\824-309th-street-10665147\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,32,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
216,blocked_no_aerial_imagery,Cranbrook/Kimberley,20086371,87-1401 Willowbrook Drive N,Kootenay,CRAN - Cranbrook North,49.52527565,-115.74701239,listing,data\aerial\cranbrook_kimberley\87-1401-willowbrook-drive-n-20086371\esri_world_imagery_z19\z19_x93575_y178879.jpg,data\contact_sheets\cranbrook_kimberley\87-1401-willowbrook-drive-n-20086371\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,53,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
217,blocked_no_aerial_imagery,Cranbrook/Kimberley,10669578,9-6324 LAURIER Avenue,Kootenay,CRANL Ft. Steele to Wardner,49.41329532,-115.42169481,listing,data\aerial\cranbrook_kimberley\9-6324-laurier-avenue-10669578\esri_world_imagery_z19\z19_x94048_y179130.jpg,data\contact_sheets\cranbrook_kimberley\9-6324-laurier-avenue-10669578\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,51,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
218,blocked_no_aerial_imagery,Cranbrook/Kimberley,10680439,913 17TH S Street,Kootenay,CRAN - Cranbrook South,49.4925857,-115.7682942,listing,data\aerial\cranbrook_kimberley\913-17th-s-street-10680439\esri_world_imagery_z19\z19_x93544_y178953.jpg,data\contact_sheets\cranbrook_kimberley\913-17th-s-street-10680439\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,58,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
219,blocked_no_aerial_imagery,Cranbrook/Kimberley,10675651,9314 LANGEVIN Street,Kootenay,CRANL Ft. Steele to Wardner,49.41671713,-115.42564897,listing,data\aerial\cranbrook_kimberley\9314-langevin-street-10675651\esri_world_imagery_z19\z19_x94043_y179123.jpg,data\contact_sheets\cranbrook_kimberley\9314-langevin-street-10675651\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,22,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
220,blocked_no_aerial_imagery,Cranbrook/Kimberley,20050871,940 313TH Drive,Kootenay,KI - Marysville,49.64183219,-115.9455945,listing,data\aerial\cranbrook_kimberley\940-313th-drive-20050871\esri_world_imagery_z19\z19_x93285_y178618.jpg,data\contact_sheets\cranbrook_kimberley\940-313th-drive-20050871\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,68,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
221,blocked_no_aerial_imagery,Cranbrook/Kimberley,20042244,954 313th Drive,Kootenay,KI - Marysville,49.64054443,-115.94578838,listing,data\aerial\cranbrook_kimberley\954-313th-drive-20042244\esri_world_imagery_z19\z19_x93285_y178620.jpg,data\contact_sheets\cranbrook_kimberley\954-313th-drive-20042244\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,39,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
222,blocked_no_aerial_imagery,Cranbrook/Kimberley,10678423,9905 OSPREY LANDING Drive,Kootenay,CRANL Ft. Steele to Wardner,49.40940530,-115.42327562,point_geocode,data\aerial\cranbrook_kimberley\9905-osprey-landing-drive-10678423\esri_world_imagery_z19\z19_x94046_y179139.jpg,data\contact_sheets\cranbrook_kimberley\9905-osprey-landing-drive-10678423\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,24,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 9905 Osprey Landing Dr, Wardner, British Columbia, V0B 2J0 (arcgis_world_geocoder_manual_variant); recollected ArcGIS z19 tiles. Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.",9,0
223,blocked_no_aerial_imagery,Fernie/Sparwood,10681651,1 MT PROCTOR Avenue,Kootenay,FE - Fernie,49.49530913,-115.07385118,listing,data\aerial\fernie_sparwood\1-mt-proctor-avenue-10681651\esri_world_imagery_z19\z19_x94555_y178947.jpg,data\contact_sheets\fernie_sparwood\1-mt-proctor-avenue-10681651\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,44,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
224,blocked_no_aerial_imagery,Fernie/Sparwood,10674172,101 RIDGEMONT Crescent,Kootenay,FE - Fernie,49.50152494,-115.05503595,listing,data\aerial\fernie_sparwood\101-ridgemont-crescent-10674172\esri_world_imagery_z19\z19_x94582_y178933.jpg,data\contact_sheets\fernie_sparwood\101-ridgemont-crescent-10674172\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,21,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
225,blocked_no_aerial_imagery,Fernie/Sparwood,10559698,11 ALPINE TRAIL Lane,Kootenay,FE - Fernie,49.521253,-115.067531,listing,data\aerial\fernie_sparwood\11-alpine-trail-lane-10559698\esri_world_imagery_z19\z19_x94564_y178888.jpg,data\contact_sheets\fernie_sparwood\11-alpine-trail-lane-10559698\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,3,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
226,blocked_no_aerial_imagery,Fernie/Sparwood,10663402,11 PARKLAND Drive,Kootenay,FE - Fernie,49.52106425,-115.06609701,listing,data\aerial\fernie_sparwood\11-parkland-drive-10663402\esri_world_imagery_z19\z19_x94566_y178889.jpg,data\contact_sheets\fernie_sparwood\11-parkland-drive-10663402\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,50,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
227,blocked_no_aerial_imagery,Fernie/Sparwood,10636711,11 SILVER RIDGE Way,Kootenay,FE - Fernie,49.498515,-115.058291,listing,data\aerial\fernie_sparwood\11-silver-ridge-way-10636711\esri_world_imagery_z19\z19_x94578_y178939.jpg,data\contact_sheets\fernie_sparwood\11-silver-ridge-way-10636711\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,20,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
228,blocked_no_aerial_imagery,Fernie/Sparwood,10676037,1110 BEACH Avenue,Kootenay,FE - Fernie,49.50367381,-115.07251575,listing,data\aerial\fernie_sparwood\1110-beach-avenue-10676037\esri_world_imagery_z19\z19_x94557_y178928.jpg,data\contact_sheets\fernie_sparwood\1110-beach-avenue-10676037\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,25,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
229,blocked_no_aerial_imagery,Fernie/Sparwood,20066310,1170 Mcdonald Avenue,Kootenay,FE - Fernie,49.49937586,-115.073175,listing,data\aerial\fernie_sparwood\1170-mcdonald-avenue-20066310\esri_world_imagery_z19\z19_x94556_y178937.jpg,data\contact_sheets\fernie_sparwood\1170-mcdonald-avenue-20066310\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,29,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
230,blocked_no_aerial_imagery,Fernie/Sparwood,10637598,1191 11TH Avenue,Kootenay,FE - Fernie,49.512393,-115.066554,listing,data\aerial\fernie_sparwood\1191-11th-avenue-10637598\esri_world_imagery_z19\z19_x94566_y178908.jpg,data\contact_sheets\fernie_sparwood\1191-11th-avenue-10637598\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,22,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
231,blocked_no_aerial_imagery,Fernie/Sparwood,10672499,1202 4TH Avenue,Kootenay,FE - Fernie,49.50978084,-115.05773887,listing,data\aerial\fernie_sparwood\1202-4th-avenue-10672499\esri_world_imagery_z19\z19_x94579_y178914.jpg,data\contact_sheets\fernie_sparwood\1202-4th-avenue-10672499\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,24,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
232,blocked_no_aerial_imagery,Fernie/Sparwood,10659866,123 WHITETAIL Drive,Kootenay,FE - Fernie,49.492537,-115.058242,listing,data\aerial\fernie_sparwood\123-whitetail-drive-10659866\esri_world_imagery_z19\z19_x94578_y178953.jpg,data\contact_sheets\fernie_sparwood\123-whitetail-drive-10659866\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,20,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
233,blocked_no_aerial_imagery,Fernie/Sparwood,10663856,1251 2ND Avenue,Kootenay,FE - Fernie,49.5092736,-115.05558127,listing,data\aerial\fernie_sparwood\1251-2nd-avenue-10663856\esri_world_imagery_z19\z19_x94582_y178915.jpg,data\contact_sheets\fernie_sparwood\1251-2nd-avenue-10663856\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,25,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
234,blocked_no_aerial_imagery,Fernie/Sparwood,20060624,1302 11th Avenue,Kootenay,FE - Fernie,49.51395297,-115.06469534,listing,data\aerial\fernie_sparwood\1302-11th-avenue-20060624\esri_world_imagery_z19\z19_x94568_y178905.jpg,data\contact_sheets\fernie_sparwood\1302-11th-avenue-20060624\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,42,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
235,blocked_no_aerial_imagery,Fernie/Sparwood,10675686,1341 1ST Avenue,Kootenay,FE - Fernie,49.50964941,-115.05375673,listing,data\aerial\fernie_sparwood\1341-1st-avenue-10675686\esri_world_imagery_z19\z19_x94584_y178914.jpg,data\contact_sheets\fernie_sparwood\1341-1st-avenue-10675686\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,33,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
236,blocked_no_aerial_imagery,Fernie/Sparwood,10663121,1362 11TH Avenue,Kootenay,FE - Fernie,49.51428168,-115.06449924,listing,data\aerial\fernie_sparwood\1362-11th-avenue-10663121\esri_world_imagery_z19\z19_x94569_y178904.jpg,data\contact_sheets\fernie_sparwood\1362-11th-avenue-10663121\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,36,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
237,blocked_no_aerial_imagery,Fernie/Sparwood,10681443,1391 10TH Avenue,Kootenay,FE - Fernie,49.51431643,-115.06364721,listing,data\aerial\fernie_sparwood\1391-10th-avenue-10681443\esri_world_imagery_z19\z19_x94570_y178904.jpg,data\contact_sheets\fernie_sparwood\1391-10th-avenue-10681443\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,38,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
238,blocked_no_aerial_imagery,Fernie/Sparwood,10682383,14 MT TRINITY Avenue,Kootenay,FE - Fernie,49.49434947,-115.07301212,listing,data\aerial\fernie_sparwood\14-mt-trinity-avenue-10682383\esri_world_imagery_z19\z19_x94556_y178949.jpg,data\contact_sheets\fernie_sparwood\14-mt-trinity-avenue-10682383\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,34,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
239,blocked_no_aerial_imagery,Fernie/Sparwood,10670512,1461 8TH Avenue,Kootenay,FE - Fernie,49.51399872,-115.06061126,listing,data\aerial\fernie_sparwood\1461-8th-avenue-10670512\esri_world_imagery_z19\z19_x94574_y178905.jpg,data\contact_sheets\fernie_sparwood\1461-8th-avenue-10670512\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,41,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
240,blocked_no_aerial_imagery,Fernie/Sparwood,10656960,15 ALPINE TRAIL Crescent,Kootenay,FE - Fernie,49.523802,-115.069249,listing,data\aerial\fernie_sparwood\15-alpine-trail-crescent-10656960\esri_world_imagery_z19\z19_x94562_y178883.jpg,data\contact_sheets\fernie_sparwood\15-alpine-trail-crescent-10656960\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,18,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
241,blocked_no_aerial_imagery,Fernie/Sparwood,10629259,15 ALPINE TRAILS Crescent,Kootenay,FE - Fernie,49.523505,-115.069434,listing,data\aerial\fernie_sparwood\15-alpine-trails-crescent-10629259\esri_world_imagery_z19\z19_x94561_y178883.jpg,data\contact_sheets\fernie_sparwood\15-alpine-trails-crescent-10629259\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,13,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
242,blocked_no_aerial_imagery,Fernie/Sparwood,10681347,15 MT PROCTOR Avenue,Kootenay,FE - Fernie,49.4940351,-115.07364094,listing,data\aerial\fernie_sparwood\15-mt-proctor-avenue-10681347\esri_world_imagery_z19\z19_x94555_y178949.jpg,data\contact_sheets\fernie_sparwood\15-mt-proctor-avenue-10681347\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,45,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
