triage_rank,triage_score,listing_id,address,source_label,area,subarea,coordinate_confidence,latitude,longitude,recommended_source,aerial_coverage_goal,best_overhead_candidate,aerial_contact_sheet,aerial_review_status,aerial_backyard_visibility,aerial_overhead_quality,aerial_real_tiles,aerial_placeholder_tiles,mls_contact_sheet,mls_photo_count,mls_backyard_photos,mls_drone_or_aerial,mls_best_photo_indices,mls_candidate_strength,hot_tub_or_pool_signal,source_risk,notes
32,68,20059379,1265 VALLEY VIEW Place,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.74701139,-114.89135773,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\fernie_sparwood\1265-valley-view-place-20059379\esri_world_imagery_z19\z19_x94821_y178381.jpg,data\contact_sheets\fernie_sparwood\1265-valley-view-place-20059379\aerial_contact_sheet.jpg,vision_reviewed_batch_002,partial,fair,9,0,data\mls_contact_sheets\fernie_sparwood\1265-valley-view-place-20059379\mls_contact_sheet.jpg,30,yes,no,"27,29,30,26,28",high,no,research_only_verify_license,"Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Center tile shows house and yard but imagery is soft; small circular feature may be a tub/pool or yard object. MLS crosscheck batch 001: backyard_photos=yes; drone_or_aerial=no; hot_tub_or_pool=no; best_mls_photos=27,29,30,26,28; Strong backyard/outdoor MLS candidates with deck, lawn, landscaping, mountain views, and rear/side yard context. No visible aerial/drone or hot tub/pool.; Strong backyard/outdoor MLS candidates with deck, lawn, landscaping, mountain views, and rear/side yard context. No visible aerial/drone or hot tub/pool."
33,68,10621595,9382 MOYIE SHORES ESTATE Road,Cranbrook/Kimberley,Kootenay,CRANL - Moyie Lake,listing,49.288053,-115.833511,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\esri_world_imagery_z19\z19_x93449_y179410.jpg,data\contact_sheets\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\aerial_contact_sheet.jpg,vision_reviewed_batch_002,partial,fair,9,0,data\mls_contact_sheets\cranbrook_kimberley\9382-moyie-shores-estate-road-10621595\mls_contact_sheet.jpg,15,yes,no,"7,8,12,14,3,6,11",high,no,research_only_verify_license,"Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Center/right area shows a lot with yard and structures; possible round feature but not confidently identifiable. MLS crosscheck batch 001: backyard_photos=yes; drone_or_aerial=no; hot_tub_or_pool=no; best_mls_photos=7,8,12,14,3,6,11; Excellent outdoor/waterfront MLS candidates including rear exterior, decks, lake views, dock/marina, shoreline, and wooded setting. No true aerial/drone imagery; lake visible but no pool or hot tub.; Excellent outdoor/waterfront MLS candidates including rear exterior, decks, lake views, dock/marina, shoreline, and wooded setting. No true aerial/drone imagery; lake visible but no pool or hot tub."
34,52,10683952,1204 VALLEY VIEW Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.74808525,-114.89178045,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\fernie_sparwood\1204-valley-view-drive-10683952\esri_world_imagery_z19\z19_x94820_y178378.jpg,data\contact_sheets\fernie_sparwood\1204-valley-view-drive-10683952\aerial_contact_sheet.jpg,vision_reviewed_batch_001,partial,fair,9,0,data\mls_contact_sheets\fernie_sparwood\1204-valley-view-drive-10683952\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=center; Center tile shows the home edge, lawn, driveway, and road; somewhat soft but usable for a basic overhead crop."
35,52,20022704,1206 VALLEY VIEW Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.74830986,-114.89170194,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\fernie_sparwood\1206-valley-view-drive-20022704\esri_world_imagery_z19\z19_x94820_y178378.jpg,data\contact_sheets\fernie_sparwood\1206-valley-view-drive-20022704\aerial_contact_sheet.jpg,vision_reviewed_batch_001,partial,fair,9,0,data\mls_contact_sheets\fernie_sparwood\1206-valley-view-drive-20022704\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=center; Same contact-sheet area as prior image, with partial house and yard visible in center; no obvious pool or hot tub."
36,52,20049830,1256 Valley View Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.74755517,-114.89136592,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\fernie_sparwood\1256-valley-view-drive-20049830\esri_world_imagery_z19\z19_x94821_y178380.jpg,data\contact_sheets\fernie_sparwood\1256-valley-view-drive-20049830\aerial_contact_sheet.jpg,vision_reviewed_batch_001,partial,fair,9,0,data\mls_contact_sheets\fernie_sparwood\1256-valley-view-drive-20049830\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=center; Center tile includes a visible structure and yard beside a curved road, though resolution is soft."
37,52,10667637,22-9481 ESTATES Road,Cranbrook/Kimberley,Kootenay,CRANL - Moyie Lake,listing,49.28054561,-115.84701547,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\cranbrook_kimberley\22-9481-estates-road-10667637\esri_world_imagery_z19\z19_x93429_y179427.jpg,data\contact_sheets\cranbrook_kimberley\22-9481-estates-road-10667637\aerial_contact_sheet.jpg,vision_reviewed_batch_002,partial,fair,9,0,data\mls_contact_sheets\cranbrook_kimberley\22-9481-estates-road-10667637\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Center tile shows a cleared rural area within trees; no clear house or amenity, but usable open-space context."
38,52,20046554,532 Granzow Road,Fernie/Sparwood,Kootenay,FERU - Elko to Montana,listing,49.23095153,-115.21655552,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\fernie_sparwood\532-granzow-road-20046554\esri_world_imagery_z19\z19_x94347_y179538.jpg,data\contact_sheets\fernie_sparwood\532-granzow-road-20046554\aerial_contact_sheet.jpg,vision_reviewed_batch_001,partial,fair,9,0,data\mls_contact_sheets\fernie_sparwood\532-granzow-road-20046554\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,"Vision batch 001: print_mockup_potential=medium; best_candidate_tile=other; Wooded acreage setting with partial roofs and yard areas; tree cover obscures the center, and a dark rectangular feature in another tile is ambiguous."
39,52,10641909,7822 MONROE LAKE Road,Cranbrook/Kimberley,Kootenay,CRANL - Moyie Lake,listing,49.364424,-115.861484,arcgis_overhead_house_backyard_candidate,likely_house_and_backyard_overhead,data\aerial\cranbrook_kimberley\7822-monroe-lake-road-10641909\esri_world_imagery_z19\z19_x93408_y179240.jpg,data\contact_sheets\cranbrook_kimberley\7822-monroe-lake-road-10641909\aerial_contact_sheet.jpg,vision_reviewed_batch_002,partial,fair,9,0,data\mls_contact_sheets\cranbrook_kimberley\7822-monroe-lake-road-10641909\mls_contact_sheet.jpg,4,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Lakefront property context is attractive, but yard detail is partly obscured by trees and resolution."
40,37,10658844,1059 SWANSEA Road,Columbia Valley,Kootenay,INRU - Windermere,listing,50.495341,-115.985348,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\columbia_valley\1059-swansea-road-10658844\esri_world_imagery_z19\z19_x93228_y176681.jpg,data\contact_sheets\columbia_valley\1059-swansea-road-10658844\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1059-swansea-road-10658844\mls_contact_sheet.jpg,30,yes,unclear,"1,2,17,16",medium,not_reviewed_for_this_goal,research_only_verify_license,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: no true aerial; photo 17 is elevated balcony/view over lot/scenery, while photos 1/2 provide ground-level house and surrounding lot context."
41,37,10683127,1400 17TH S Street,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49269412,-115.75947705,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\cranbrook_kimberley\1400-17th-s-street-10683127\esri_world_imagery_z19\z19_x93557_y178952.jpg,data\contact_sheets\cranbrook_kimberley\1400-17th-s-street-10683127\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1400-17th-s-street-10683127\mls_contact_sheet.jpg,30,yes,unclear,"1,2,3,4,5,6",medium,no,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Exterior and covered patio/front approach photos; photo 3 is elevated/neighborhood view but drone status unclear.
42,37,10676060,1825 TAYNTON Road,Columbia Valley,Kootenay,INRU - Windermere,listing,50.46056033,-115.9746408,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\columbia_valley\1825-taynton-road-10676060\esri_world_imagery_z19\z19_x93243_y176761.jpg,data\contact_sheets\columbia_valley\1825-taynton-road-10676060\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1825-taynton-road-10676060\mls_contact_sheet.jpg,30,yes,unclear,"1,4,5,3,2",medium,not_reviewed_for_this_goal,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: photo 1 appears elevated/aerial but the specific house/lot is not clearly identifiable in the thumbnail. Photos 4/5 are best ground-level exterior views showing house with treed lot context.
43,37,10660433,4942 MOUNTAIN HILL Road,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.339849,-115.851814,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\columbia_valley\4942-mountain-hill-road-10660433\esri_world_imagery_z19\z19_x93422_y177036.jpg,data\contact_sheets\columbia_valley\4942-mountain-hill-road-10660433\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4942-mountain-hill-road-10660433\mls_contact_sheet.jpg,30,yes,unclear,"1,4,5,3",medium,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 3 is elevated deck/view and photo 2 may be elevated/driveway view, but house+backyard together is mainly ground-level exterior/landscape context."
44,37,10666129,862 10TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50985745,-115.06740354,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\fernie_sparwood\862-10th-avenue-10666129\esri_world_imagery_z19\z19_x94564_y178914.jpg,data\contact_sheets\fernie_sparwood\862-10th-avenue-10666129\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\862-10th-avenue-10666129\mls_contact_sheet.jpg,30,yes,unclear,"5,4,6,1,2",medium,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial; photos 4/6 are deck/elevated yard views, while photo 5 shows rear/side of house with yard from ground level."
45,33,10654223,145 STEMWINDER Drive,Cranbrook/Kimberley,Kootenay,KI - Alpine Resort Area,listing,49.687945,-116.000014,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\cranbrook_kimberley\145-stemwinder-drive-10654223\esri_world_imagery_z19\z19_x93206_y178514.jpg,data\contact_sheets\cranbrook_kimberley\145-stemwinder-drive-10654223\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\145-stemwinder-drive-10654223\mls_contact_sheet.jpg,30,yes,unclear,"1,2,3,4",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down or clear backyard-wide view; early exterior shots show house on sloped lot and some surrounding terrain, but lot/backyard coverage is limited."
46,33,20022971,200 BOULDER Creek,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.53996562,-115.75611723,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\cranbrook_kimberley\200-boulder-creek-20022971\esri_world_imagery_z19\z19_x93561_y178846.jpg,data\contact_sheets\cranbrook_kimberley\200-boulder-creek-20022971\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\200-boulder-creek-20022971\mls_contact_sheet.jpg,30,yes,unclear,"19,20,18,1",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial/top-down visible. Deck/elevated backyard-view shots show lot/view and partial rear/deck context; photo 1 is front exterior only.
47,33,10650499,402 WESTRIDGE View,Columbia Valley,Kootenay,IN - Invermere,listing,50.498897,-116.043327,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\columbia_valley\402-westridge-view-10650499\esri_world_imagery_z19\z19_x93143_y176673.jpg,data\contact_sheets\columbia_valley\402-westridge-view-10650499\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\402-westridge-view-10650499\mls_contact_sheet.jpg,30,yes,unclear,"2,20,22,26",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: ground/elevated exterior and patio/yard views; no clear top-down aerial showing house and backyard/lot together.
48,33,20073637,454 Forest Crowne Rise,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.64122242,-115.97719407,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\cranbrook_kimberley\454-forest-crowne-rise-20073637\esri_world_imagery_z19\z19_x93239_y178619.jpg,data\contact_sheets\cranbrook_kimberley\454-forest-crowne-rise-20073637\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\454-forest-crowne-rise-20073637\mls_contact_sheet.jpg,30,yes,unclear,"2,23,27,30",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: several elevated exterior/deck/lot-view candidates; house and lot context visible, but backyard-together coverage is incomplete and no true aerial."
49,33,10685008,700 22ND S Avenue,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50169404,-115.7506727,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\cranbrook_kimberley\700-22nd-s-avenue-10685008\esri_world_imagery_z19\z19_x93569_y178932.jpg,data\contact_sheets\cranbrook_kimberley\700-22nd-s-avenue-10685008\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\700-22nd-s-avenue-10685008\mls_contact_sheet.jpg,30,yes,unclear,"2,11,10,30",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 2 is elevated/neighborhood view but subject house/backyard not clearly identifiable. Other elevated/yard views show lot/outlook, not house and backyard together clearly."
50,33,10638399,7549 SPRINGS Terrace,Columbia Valley,Kootenay,RA - Radium Hot Springs,listing,50.614888,-116.084512,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\columbia_valley\7549-springs-terrace-10638399\esri_world_imagery_z19\z19_x93083_y176407.jpg,data\contact_sheets\columbia_valley\7549-springs-terrace-10638399\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\7549-springs-terrace-10638399\mls_contact_sheet.jpg,30,yes,unclear,"1,2,5,6,24",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no top-down aerial; photos 1/2/24 show exterior and lot frontage, while photos 5/6 show rear/patio outlook, but house and backyard together are not well captured."
51,33,10639146,823 LAKEVIEW MEADOWS GREEN,Columbia Valley,Kootenay,INRU - Windermere,listing,50.499785,-116.005728,possible_mls_elevated_candidate_needs_verify,possible_elevated_context_needs_verify,data\aerial\columbia_valley\823-lakeview-meadows-green-10639146\esri_world_imagery_z19\z19_x93198_y176671.jpg,data\contact_sheets\columbia_valley\823-lakeview-meadows-green-10639146\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\823-lakeview-meadows-green-10639146\mls_contact_sheet.jpg,30,yes,unclear,"1,12",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: exterior/yard views show landscaping and some lot context, but no clear aerial/top-down and limited house+backyard combined coverage."
